Quantidade de alunos matriculados em 2007.1 por curso e sexo.,,,
,FEMININO,MASCULINO,Total
41403100 - ENGENHARIA FLORESTAL - D (Patos),39,59,98
11124100 - ENGENHARIA MECÂNICA - D (Campina Grande),15,270,285
11128100 - ENGENHARIA QUÍMICA - D (Campina Grande),103,76,179
11105150 - FÍSICA (BAC) - D (Campina Grande),13,46,59
51105110 - FÍSICA (LIC) - D (Cuité),3,12,15
51105210 - FÍSICA (LIC) - N (Cuité),11,9,20
21316110 - GEOGRAFIA (LICENCIATURA) - M (Cajazeiras),97,45,142
21316210 - GEOGRAFIA (LICENCIATURA) - N (Cajazeiras),94,61,155
13309100 - HISTÓRIA - D (Campina Grande),27,26,53
13309200 - HISTÓRIA - N (Campina Grande),16,17,33
13309150 - HISTÓRIA (BAC) - M (Campina Grande),17,14,31
13309212 - HISTÓRIA (BAC) - N (Campina Grande),1,3,4
13309250 - HISTÓRIA (BAC) - N (Campina Grande),4,0,4
13309110 - HISTÓRIA (LIC) - M (Campina Grande),54,28,82
21309110 - HISTÓRIA (LIC) - M (Cajazeiras),124,62,186
13309210 - HISTÓRIA (LIC) - N (Campina Grande),9,15,24
13309211 - HISTÓRIA (LIC) - N (Campina Grande),58,29,87
21309210 - HISTÓRIA (LIC) - N (Cajazeiras),106,67,173
13310100 - LETRAS - D (Campina Grande),36,16,52
13310112 - LETRAS - LÍNGUA E LIT. FRANCESA - D (Campina Grande),3,0,3
13310212 - LETRAS - LÍNGUA E LIT. FRANCESA - N (Campina Grande),1,0,1
13310113 - LETRAS - LÍNGUA E LIT. INGLESA - D (Campina Grande),18,6,24
13310213 - LETRAS - LÍNGUA E LIT. INGLESA - N (Campina Grande),4,2,6
13310111 - LETRAS - LÍNGUA E LIT. PORTUGUESA - D (Campina Grande),61,15,76
13310211 - LETRAS - LÍNGUA E LIT. PORTUGUESA - N (Campina Grande),75,15,90
21310111 - LETRAS - LÍNGUA VERNÁCULA (LIC) - M (Cajazeiras),88,14,102
21310211 - LETRAS - LÍNGUA VERNÁCULA (LIC) - N (Cajazeiras),92,12,104
21310112 - LETRAS - LÍNG.VERNÁCULA/ING. (LIC) - M (Cajazeiras),45,12,57
21310212 - LETRAS - LÍNG.VERNÁCULA/ING. (LIC) - N (Cajazeiras),34,10,44
21310100 - LETRAS - M (Cajazeiras),29,5,34
13310200 - LETRAS - N (Campina Grande),37,10,47
21310200 - LETRAS - N (Cajazeiras),28,5,33
11107100 - MATEMÁTICA - D (Campina Grande),21,24,45
11107150 - MATEMÁTICA (BAC) - D (Campina Grande),2,6,8
11107110 - MATEMÁTICA (LIC) - D (Campina Grande),17,26,43
51107110 - MATEMÁTICA (LIC) - D (Cuité),8,8,16
11107210 - MATEMÁTICA (LIC) - N (Campina Grande),27,55,82
51107210 - MATEMÁTICA (LIC) - N (Cuité),11,10,21
12205100 - MEDICINA (Campina Grande),211,248,459
,FEMININO,MASCULINO,Total
41410100 - MEDICINA VETERINÁRIA - D (Patos),125,216,341
15108100 - METEOROLOGIA - D (Campina Grande),35,41,76
13312110 - PEDAGOGIA (LIC) - M (Campina Grande),60,2,62
13312210 - PEDAGOGIA (LIC) - N (Campina Grande),43,1,44
21312211 - PEDAGOGIA (LIC PLENA) ADM. ESCOLAR - N (Cajazeiras),5,1,6
21312212 - PEDAGOGIA (LIC PLENA) SUPERV.ESCOLAR - N (Cajazeiras),7,1,8
21312110 - PEDAGOGIA (LICENCIATURA) - M (Cajazeiras),69,4,73
21312210 - PEDAGOGIA (LICENCIATURA) - N (Cajazeiras),69,3,72
13312211 - PEDAGOGIA(LIC PL/MAG SÉR INIC 1ºGRAU)-N (Campina ,33,4,37
13312113 - PEDAGOGIA(LIC.PL/EDUC.EXC.DEF.AUDIOC.)-M (Campina ,11,0,11
21312112 - PEDAGOGIA(LIC.PLENA) SUPERV.ESCOLAR - M (Cajazeiras),5,1,6
13312112 - PEDAGOGIA(LIC.PL/MAG.MAT.PED.2.GRAU)-M (Campina ,2,0,2
13312111 - PEDAGOGIA(LIC.PL/MAG.SÉR.INIC.1.GRAU)-M (Campina ,63,3,66
21312113 - PEDAGOGIA(L.P)DOC.SÉR.INIC.ENS.FUNDAM.-M (Cajazeiras),70,6,76
21312213 - PEDAGOGIA(L.P)DOC.SÉR.INIC.ENS.FUNDAM.-N (Cajazeiras),75,1,76
51109110 - QUÍMICA (LIC) - D (Cuité),22,11,33
51109210 - QUÍMICA (LIC) - N (Cuité),27,11,38
Total,4415,4433,8848
