Quantidade de alunos matriculados em 2011.2 por curso e sexo.,,,
,FEMININO,MASCULINO,Total
13310211 - LETRAS - LÍNGUA E LIT. PORTUGUESA - N (Campina Grande),89,29,118
13310116 - LETRAS - LÍNGUA INGLESA (LIC) - D (Campina Grande),10,5,15
21310116 - LETRAS - LÍNGUA INGLESA (LIC) - D (Cajazeiras),13,4,17
,FEMININO,MASCULINO,Total
21310110 - LETRAS - LÍNGUA PORTUGUESA (LIC) - M (Cajazeiras),17,4,21
13310210 - LETRAS - LÍNGUA PORTUGUESA (LIC) - N (Campina Grande),25,4,29
21310210 - LETRAS - LÍNGUA PORTUGUESA (LIC) - N (Cajazeiras),31,10,41
21310111 - LETRAS - LÍNGUA VERNÁCULA (LIC) - M (Cajazeiras),52,9,61
21310211 - LETRAS - LÍNGUA VERNÁCULA (LIC) - N (Cajazeiras),67,13,80
21310112 - LETRAS - LÍNG.VERNÁCULA/ING. (LIC) - M (Cajazeiras),43,10,53
21310212 - LETRAS - LÍNG.VERNÁCULA/ING. (LIC) - N (Cajazeiras),39,14,53
13310110 - LETRAS- LÍNGUA PORTUGUESA (LIC) - D (Campina Grande),16,3,19
13345110 - LICENCIATURA INTERCULTURAL INDÍGENA - D (Campina ,32,14,46
11107150 - MATEMÁTICA (BAC) - D (Campina Grande),6,17,23
11107110 - MATEMÁTICA (LIC) - D (Campina Grande),25,14,39
21107110 - MATEMÁTICA (LIC) - D (Cajazeiras),16,12,28
51107110 - MATEMÁTICA (LIC) - D (Cuité),20,36,56
11107210 - MATEMÁTICA (LIC) - N (Campina Grande),35,43,78
51107210 - MATEMÁTICA (LIC) - N (Cuité),26,30,56
12205100 - MEDICINA (Campina Grande),263,242,505
21205100 - MEDICINA (Cajazeiras),115,150,265
41410100 - MEDICINA VETERINÁRIA - D (Patos),167,239,406
15108100 - METEOROLOGIA - D (Campina Grande),23,18,41
13311150 - MÚSICA (BAC) - D (Campina Grande),4,31,35
13311110 - MÚSICA (LIC) - D (Campina Grande),5,39,44
51206100 - NUTRIÇÃO - D (Cuité),73,6,79
51206200 - NUTRIÇÃO - N (Cuité),115,15,130
41207100 - ODONTOLOGIA - D (Patos),135,84,219
13312110 - PEDAGOGIA (LIC) - M (Campina Grande),116,5,121
13312210 - PEDAGOGIA (LIC) - N (Campina Grande),111,6,117
21312110 - PEDAGOGIA (LICENCIATURA) - M (Cajazeiras),129,7,136
21312210 - PEDAGOGIA (LICENCIATURA) - N (Cajazeiras),170,7,177
12208200 - PSICOLOGIA - N (Campina Grande),117,36,153
51109110 - QUÍMICA (LIC) - D (Cuité),52,33,85
21109210 - QUÍMICA (LIC) - N (Cajazeiras),10,20,30
51109210 - QUÍMICA (LIC) - N (Cuité),40,30,70
31340100 - SERVIÇO SOCIAL - M (Sousa),78,6,84
71420100 - TECNOLOGIA EM AGROECOLOGIA - D (Sumé),28,35,63
71318200 - TECNOLOGIA EM GESTÃO PÚBLICA - N (Sumé),52,40,92
Total,7791,6490,14281
