Quantidade de alunos matriculados em 2009.1 por curso e sexo.,,,
,FEMININO,MASCULINO,Total
31350200 - DIREITO - N (Sousa),87,175,262
31350300 - DIREITO - V (Sousa),136,122,258
12204100 - ENFERMAGEM - D (Campina Grande),39,4,43
21204100 - ENFERMAGEM - D (Cajazeiras),185,48,233
51204100 - ENFERMAGEM - D (Cuité),104,30,134
15121100 - ENGENHARIA AGRÍCOLA - D (Campina Grande),68,69,137
91130100 - ENGENHARIA AMBIENTAL - D (Pombal),62,70,132
15122100 - ENGENHARIA CIVIL - D (Campina Grande),121,302,423
,FEMININO,MASCULINO,Total
15125100 - ENGENHARIA DE ALIMENTOS - D (Campina Grande),33,12,45
91125100 - ENGENHARIA DE ALIMENTOS - D (Pombal),82,39,121
11126100 - ENGENHARIA DE MATERIAIS - D (Campina Grande),139,93,232
15127100 - ENGENHARIA DE MINAS - D (Campina Grande),30,109,139
11135100 - ENGENHARIA DE PETRÓLEO - D (Campina Grande),23,27,50
11133100 - ENGENHARIA DE PRODUÇÃO - D (Campina Grande),85,78,163
14123100 - ENGENHARIA ELÉTRICA (Campina Grande),48,288,336
14123110 - ENGENHARIA ELÉTRICA (ELETRÔNICA) - D (Campina ,2,25,27
14123111 - ENGENHARIA ELÉTRICA (ELETROTÉCNICA) - D (Campina ,28,114,142
14123112 - ENGENHARIA ELÉTRICA (TELECOMUNICAÇÕES) - (Campina ,6,21,27
14123113 - ENGENHARIA ELÉTRICA(CONTROLE E AUTOMAÇÃO ,11,56,67
14123116 - ENGENHARIA ELÉTRICA(ELETROTÉ/CONT AUTOM) ,0,1,1
41403100 - ENGENHARIA FLORESTAL - D (Patos),57,80,137
11124100 - ENGENHARIA MECÂNICA - D (Campina Grande),19,275,294
11128100 - ENGENHARIA QUÍMICA - D (Campina Grande),118,93,211
51203100 - FARMÁCIA - D (Cuité),76,50,126
13314200 - FILOSOFIA - N (Campina Grande),5,9,14
13314250 - FILOSOFIA (BAC) - N (Campina Grande),7,9,16
11105150 - FÍSICA (BAC) - D (Campina Grande),16,59,75
51105110 - FÍSICA (LIC) - D (Cuité),8,15,23
51105210 - FÍSICA (LIC) - N (Cuité),8,16,24
13316210 - GEOGRAFIA (LIC) - N (Campina Grande),20,25,45
21316110 - GEOGRAFIA (LICENCIATURA) - M (Cajazeiras),86,30,116
21316210 - GEOGRAFIA (LICENCIATURA) - N (Cajazeiras),90,57,147
13309100 - HISTÓRIA - D (Campina Grande),24,16,40
13309200 - HISTÓRIA - N (Campina Grande),10,15,25
13309150 - HISTÓRIA (BAC) - M (Campina Grande),12,11,23
13309212 - HISTÓRIA (BAC) - N (Campina Grande),2,1,3
13309250 - HISTÓRIA (BAC) - N (Campina Grande),14,6,20
13309110 - HISTÓRIA (LIC) - M (Campina Grande),37,26,63
21309110 - HISTÓRIA (LIC) - M (Cajazeiras),118,48,166
13309210 - HISTÓRIA (LIC) - N (Campina Grande),30,26,56
13309211 - HISTÓRIA (LIC) - N (Campina Grande),27,15,42
21309210 - HISTÓRIA (LIC) - N (Cajazeiras),128,56,184
13310100 - LETRAS - D (Campina Grande),28,11,39
13310112 - LETRAS - LÍNGUA E LIT. FRANCESA - D (Campina Grande),2,0,2
13310212 - LETRAS - LÍNGUA E LIT. FRANCESA - N (Campina Grande),1,0,1
13310113 - LETRAS - LÍNGUA E LIT. INGLESA - D (Campina Grande),18,9,27
13310213 - LETRAS - LÍNGUA E LIT. INGLESA - N (Campina Grande),5,0,5
13310111 - LETRAS - LÍNGUA E LIT. PORTUGUESA - D (Campina Grande),71,14,85
13310211 - LETRAS - LÍNGUA E LIT. PORTUGUESA - N (Campina Grande),94,18,112
21310111 - LETRAS - LÍNGUA VERNÁCULA (LIC) - M (Cajazeiras),86,15,101
21310211 - LETRAS - LÍNGUA VERNÁCULA (LIC) - N (Cajazeiras),107,11,118
,FEMININO,MASCULINO,Total
21310112 - LETRAS - LÍNG.VERNÁCULA/ING. (LIC) - M (Cajazeiras),42,10,52
21310212 - LETRAS - LÍNG.VERNÁCULA/ING. (LIC) - N (Cajazeiras),36,7,43
21310100 - LETRAS - M (Cajazeiras),14,4,18
13310200 - LETRAS - N (Campina Grande),19,4,23
21310200 - LETRAS - N (Cajazeiras),20,3,23
11107100 - MATEMÁTICA - D (Campina Grande),16,19,35
11107150 - MATEMÁTICA (BAC) - D (Campina Grande),5,11,16
11107110 - MATEMÁTICA (LIC) - D (Campina Grande),21,9,30
51107110 - MATEMÁTICA (LIC) - D (Cuité),15,19,34
11107210 - MATEMÁTICA (LIC) - N (Campina Grande),41,50,91
51107210 - MATEMÁTICA (LIC) - N (Cuité),18,22,40
12205100 - MEDICINA (Campina Grande),254,249,503
21205100 - MEDICINA (Cajazeiras),62,63,125
41410100 - MEDICINA VETERINÁRIA - D (Patos),128,227,355
15108100 - METEOROLOGIA - D (Campina Grande),40,44,84
51206200 - NUTRIÇÃO - N (Cuité),33,7,40
41207100 - ODONTOLOGIA - D (Patos),21,23,44
13312110 - PEDAGOGIA (LIC) - M (Campina Grande),87,2,89
13312210 - PEDAGOGIA (LIC) - N (Campina Grande),75,3,78
21312110 - PEDAGOGIA (LICENCIATURA) - M (Cajazeiras),95,7,102
21312210 - PEDAGOGIA (LICENCIATURA) - N (Cajazeiras),122,3,125
13312211 - PEDAGOGIA(LIC PL/MAG SÉR INIC 1ºGRAU)-N (Campina ,9,2,11
13312113 - PEDAGOGIA(LIC.PL/EDUC.EXC.DEF.AUDIOC.)-M (Campina ,1,0,1
21312112 - PEDAGOGIA(LIC.PLENA) SUPERV.ESCOLAR - M (Cajazeiras),2,0,2
13312111 - PEDAGOGIA(LIC.PL/MAG.SÉR.INIC.1.GRAU)-M (Campina ,21,1,22
21312113 - PEDAGOGIA(L.P)DOC.SÉR.INIC.ENS.FUNDAM.-M (Cajazeiras),34,2,36
21312213 - PEDAGOGIA(L.P)DOC.SÉR.INIC.ENS.FUNDAM.-N (Cajazeiras),42,1,43
51109110 - QUÍMICA (LIC) - D (Cuité),32,16,48
51109210 - QUÍMICA (LIC) - N (Cuité),39,21,60
Total,5458,5023,10481
