Quantidade de alunos matriculados em 2020.1 por curso e sexo.,,,
,FEMININO,MASCULINO,Total
21310110 - LETRAS - LÍNGUA PORTUGUESA (LIC) - M (Cajazeiras),51,34,85
13310210 - LETRAS - LÍNGUA PORTUGUESA (LIC) - N (Campina Grande),51,26,77
21310210 - LETRAS - LÍNGUA PORTUGUESA (LIC) - N (Cajazeiras),92,45,137
13310110 - LETRAS- LÍNGUA PORTUGUESA (LIC) - D (Campina Grande),95,28,123
11107150 - MATEMÁTICA (BAC) - D (Campina Grande),9,14,23
11107110 - MATEMÁTICA (LIC) - D (Campina Grande),24,35,59
21107110 - MATEMÁTICA (LIC) - D (Cajazeiras),43,82,125
51107110 - MATEMÁTICA (LIC) - D (Cuité),46,40,86
11107210 - MATEMÁTICA (LIC) - N (Campina Grande),29,64,93
51107210 - MATEMÁTICA (LIC) - N (Cuité),36,57,93
12205100 - MEDICINA (Campina Grande),243,293,536
21205100 - MEDICINA (Cajazeiras),85,82,167
41410100 - MEDICINA VETERINÁRIA - D (Patos),281,188,469
15108100 - METEOROLOGIA - D (Campina Grande),43,36,79
13311150 - MÚSICA (BAC) - D (Campina Grande),7,25,32
13311110 - MÚSICA (LIC) - D (Campina Grande),19,55,74
51206100 - NUTRIÇÃO - D (Cuité),255,69,324
41207100 - ODONTOLOGIA - D (Patos),216,157,373
,FEMININO,MASCULINO,Total
13312110 - PEDAGOGIA (LIC) - M (Campina Grande),109,8,117
13312210 - PEDAGOGIA (LIC) - N (Campina Grande),80,5,85
21312110 - PEDAGOGIA (LICENCIATURA) - M (Cajazeiras),143,31,174
21312210 - PEDAGOGIA (LICENCIATURA) - N (Cajazeiras),143,26,169
12208100 - PSICOLOGIA - D (Campina Grande),205,71,276
12208200 - PSICOLOGIA - N (Campina Grande),42,20,62
51109110 - QUÍMICA (LIC) - D (Cuité),63,30,93
21109210 - QUÍMICA (LIC) - N (Cajazeiras),69,71,140
51109210 - QUÍMICA (LIC) - N (Cuité),66,44,110
31340100 - SERVIÇO SOCIAL - M (Sousa),122,20,142
71420100 - TECNOLOGIA EM AGROECOLOGIA - D (Sumé),67,53,120
71318200 - TECNOLOGIA EM GESTÃO PÚBLICA - N (Sumé),71,52,123
Total,8169,8173,16342
