Quantidade de alunos matriculados em 2013.2 por curso e sexo.,,,
,FEMININO,MASCULINO,Total
71133100 - ENGENHARIA DE PRODUÇÃO - D (Sumé),56,76,132
14123100 - ENGENHARIA ELÉTRICA (Campina Grande),150,578,728
14123110 - ENGENHARIA ELÉTRICA (ELETRÔNICA) - D (Campina ,0,7,7
14123111 - ENGENHARIA ELÉTRICA (ELETROTÉCNICA) - D (Campina ,11,30,41
14123112 - ENGENHARIA ELÉTRICA (TELECOMUNICAÇÕES) - (Campina ,0,6,6
14123113 - ENGENHARIA ELÉTRICA(CONTROLE E AUTOMAÇÃO ,2,20,22
41403100 - ENGENHARIA FLORESTAL - D (Patos),51,75,126
11124100 - ENGENHARIA MECÂNICA - D (Campina Grande),29,292,321
11128100 - ENGENHARIA QUÍMICA - D (Campina Grande),105,104,209
11134100 - ESTATÍSTICA - D (Campina Grande),15,22,37
51203100 - FARMÁCIA - D (Cuité),220,111,331
13314250 - FILOSOFIA (BAC) - N (Campina Grande),21,20,41
13314210 - FILOSOFIA (LIC) - N (Campina Grande),14,21,35
11105150 - FÍSICA (BAC) - D (Campina Grande),5,16,21
11105110 - FÍSICA (LIC) - D (Campina Grande),7,14,21
51105110 - FÍSICA (LIC) - D (Cuité),18,37,55
21105210 - FÍSICA (LIC) - N (Cajazeiras),17,39,56
51105210 - FÍSICA (LIC) - N (Cuité),14,31,45
13316110 - GEOGRAFIA (LIC) - D (Campina Grande),52,49,101
13316210 - GEOGRAFIA (LIC) - N (Campina Grande),61,79,140
21316110 - GEOGRAFIA (LICENCIATURA) - M (Cajazeiras),105,56,161
21316210 - GEOGRAFIA (LICENCIATURA) - N (Cajazeiras),94,60,154
13309150 - HISTÓRIA (BAC) - M (Campina Grande),8,4,12
13309250 - HISTÓRIA (BAC) - N (Campina Grande),7,5,12
13309110 - HISTÓRIA (LIC) - M (Campina Grande),50,38,88
21309110 - HISTÓRIA (LIC) - M (Cajazeiras),91,48,139
13309210 - HISTÓRIA (LIC) - N (Campina Grande),69,76,145
21309210 - HISTÓRIA (LIC) - N (Cajazeiras),102,100,202
71315110 - INTERDISCIPLINAR EM EDUC. DO CAMPO(LIC)D (Sumé),68,45,113
13310214 - LETRAS - ESPANHOL (LICENCIATURA) N (Campina Grande),30,12,42
13310115 - LETRAS - LÍNG.PORT./LÍNG.FRANC.(LIC)-D (Campina Grande),12,4,16
13310112 - LETRAS - LÍNGUA E LIT. FRANCESA - D (Campina Grande),4,1,5
13310113 - LETRAS - LÍNGUA E LIT. INGLESA - D (Campina Grande),9,4,13
13310213 - LETRAS - LÍNGUA E LIT. INGLESA - N (Campina Grande),2,0,2
13310111 - LETRAS - LÍNGUA E LIT. PORTUGUESA - D (Campina Grande),32,7,39
13310211 - LETRAS - LÍNGUA E LIT. PORTUGUESA - N (Campina Grande),45,12,57
13310116 - LETRAS - LÍNGUA INGLESA (LIC) - D (Campina Grande),25,15,40
21310116 - LETRAS - LÍNGUA INGLESA (LIC) - D (Cajazeiras),28,19,47
21310110 - LETRAS - LÍNGUA PORTUGUESA (LIC) - M (Cajazeiras),44,13,57
,FEMININO,MASCULINO,Total
13310210 - LETRAS - LÍNGUA PORTUGUESA (LIC) - N (Campina Grande),48,12,60
21310210 - LETRAS - LÍNGUA PORTUGUESA (LIC) - N (Cajazeiras),70,21,91
21310111 - LETRAS - LÍNGUA VERNÁCULA (LIC) - M (Cajazeiras),15,3,18
21310211 - LETRAS - LÍNGUA VERNÁCULA (LIC) - N (Cajazeiras),24,5,29
21310112 - LETRAS - LÍNG.VERNÁCULA/ING. (LIC) - M (Cajazeiras),18,4,22
21310212 - LETRAS - LÍNG.VERNÁCULA/ING. (LIC) - N (Cajazeiras),11,7,18
13310110 - LETRAS- LÍNGUA PORTUGUESA (LIC) - D (Campina Grande),46,8,54
11107150 - MATEMÁTICA (BAC) - D (Campina Grande),7,14,21
11107110 - MATEMÁTICA (LIC) - D (Campina Grande),18,16,34
21107110 - MATEMÁTICA (LIC) - D (Cajazeiras),37,40,77
51107110 - MATEMÁTICA (LIC) - D (Cuité),19,25,44
11107210 - MATEMÁTICA (LIC) - N (Campina Grande),22,34,56
51107210 - MATEMÁTICA (LIC) - N (Cuité),33,35,68
12205100 - MEDICINA (Campina Grande),255,224,479
21205100 - MEDICINA (Cajazeiras),116,146,262
41410100 - MEDICINA VETERINÁRIA - D (Patos),187,235,422
15108100 - METEOROLOGIA - D (Campina Grande),28,16,44
13311150 - MÚSICA (BAC) - D (Campina Grande),4,34,38
13311110 - MÚSICA (LIC) - D (Campina Grande),10,62,72
51206100 - NUTRIÇÃO - D (Cuité),168,32,200
51206200 - NUTRIÇÃO - N (Cuité),106,10,116
41207100 - ODONTOLOGIA - D (Patos),210,124,334
13312110 - PEDAGOGIA (LIC) - M (Campina Grande),119,3,122
13312210 - PEDAGOGIA (LIC) - N (Campina Grande),97,9,106
21312110 - PEDAGOGIA (LICENCIATURA) - M (Cajazeiras),143,5,148
21312210 - PEDAGOGIA (LICENCIATURA) - N (Cajazeiras),186,15,201
12208200 - PSICOLOGIA - N (Campina Grande),184,57,241
51109110 - QUÍMICA (LIC) - D (Cuité),50,37,87
21109210 - QUÍMICA (LIC) - N (Cajazeiras),35,43,78
51109210 - QUÍMICA (LIC) - N (Cuité),39,23,62
31340100 - SERVIÇO SOCIAL - M (Sousa),127,14,141
71420100 - TECNOLOGIA EM AGROECOLOGIA - D (Sumé),56,52,108
71318200 - TECNOLOGIA EM GESTÃO PÚBLICA - N (Sumé),62,50,112
Total,8346,7044,15390
