Quantidade de alunos matriculados em 2014.1 por curso e sexo.,,,
,FEMININO,MASCULINO,Total
11107110 - MATEMÁTICA (LIC) - D (Campina Grande),30,21,51
21107110 - MATEMÁTICA (LIC) - D (Cajazeiras),53,51,104
51107110 - MATEMÁTICA (LIC) - D (Cuité),24,33,57
11107210 - MATEMÁTICA (LIC) - N (Campina Grande),25,50,75
51107210 - MATEMÁTICA (LIC) - N (Cuité),43,41,84
12205100 - MEDICINA (Campina Grande),248,216,464
21205100 - MEDICINA (Cajazeiras),110,140,250
41410100 - MEDICINA VETERINÁRIA - D (Patos),188,236,424
15108100 - METEOROLOGIA - D (Campina Grande),43,36,79
13311150 - MÚSICA (BAC) - D (Campina Grande),4,30,34
13311110 - MÚSICA (LIC) - D (Campina Grande),9,52,61
51206100 - NUTRIÇÃO - D (Cuité),193,34,227
51206200 - NUTRIÇÃO - N (Cuité),96,10,106
41207100 - ODONTOLOGIA - D (Patos),216,123,339
13312110 - PEDAGOGIA (LIC) - M (Campina Grande),124,5,129
13312210 - PEDAGOGIA (LIC) - N (Campina Grande),84,6,90
21312110 - PEDAGOGIA (LICENCIATURA) - M (Cajazeiras),173,10,183
21312210 - PEDAGOGIA (LICENCIATURA) - N (Cajazeiras),163,12,175
12208200 - PSICOLOGIA - N (Campina Grande),199,66,265
51109110 - QUÍMICA (LIC) - D (Cuité),62,45,107
21109210 - QUÍMICA (LIC) - N (Cajazeiras),49,61,110
51109210 - QUÍMICA (LIC) - N (Cuité),47,33,80
31340100 - SERVIÇO SOCIAL - M (Sousa),134,22,156
71420100 - TECNOLOGIA EM AGROECOLOGIA - D (Sumé),78,67,145
71318200 - TECNOLOGIA EM GESTÃO PÚBLICA - N (Sumé),66,66,132
Total,8613,7427,16040
