Quantidade de alunos matriculados em 2015.2 por curso e sexo.,,,
,FEMININO,MASCULINO,Total
13316210 - GEOGRAFIA (LIC) - N (Campina Grande),39,72,111
21316110 - GEOGRAFIA (LICENCIATURA) - M (Cajazeiras),78,63,141
21316210 - GEOGRAFIA (LICENCIATURA) - N (Cajazeiras),62,50,112
13309150 - HISTÓRIA (BAC) - M (Campina Grande),1,0,1
13309250 - HISTÓRIA (BAC) - N (Campina Grande),1,0,1
13309110 - HISTÓRIA (LIC) - M (Campina Grande),54,49,103
21309110 - HISTÓRIA (LIC) - M (Cajazeiras),90,58,148
19309110 - HISTÓRIA (LIC) - M (PARFOR) (Campina Grande),13,3,16
13309210 - HISTÓRIA (LIC) - N (Campina Grande),62,73,135
21309210 - HISTÓRIA (LIC) - N (Cajazeiras),82,85,167
71315110 - INTERDISCIPLINAR EM EDUC. DO CAMPO(LIC)D (Sumé),54,34,88
13310214 - LETRAS - ESPANHOL (LICENCIATURA) N (Campina Grande),35,18,53
13310115 - LETRAS - LÍNG.PORT./LÍNG.FRANC.(LIC)-D (Campina Grande),15,7,22
13310112 - LETRAS - LÍNGUA E LIT. FRANCESA - D (Campina Grande),2,0,2
13310113 - LETRAS - LÍNGUA E LIT. INGLESA - D (Campina Grande),3,0,3
13310213 - LETRAS - LÍNGUA E LIT. INGLESA - N (Campina Grande),1,0,1
13310111 - LETRAS - LÍNGUA E LIT. PORTUGUESA - D (Campina Grande),3,1,4
13310211 - LETRAS - LÍNGUA E LIT. PORTUGUESA - N (Campina Grande),15,8,23
13310116 - LETRAS - LÍNGUA INGLESA (LIC) - D (Campina Grande),32,18,50
21310116 - LETRAS - LÍNGUA INGLESA (LIC) - D (Cajazeiras),46,24,70
21310110 - LETRAS - LÍNGUA PORTUGUESA (LIC) - M (Cajazeiras),53,16,69
13310210 - LETRAS - LÍNGUA PORTUGUESA (LIC) - N (Campina Grande),66,19,85
21310210 - LETRAS - LÍNGUA PORTUGUESA (LIC) - N (Cajazeiras),99,30,129
21310211 - LETRAS - LÍNGUA VERNÁCULA (LIC) - N (Cajazeiras),1,0,1
13310110 - LETRAS- LÍNGUA PORTUGUESA (LIC) - D (Campina Grande),51,15,66
11107150 - MATEMÁTICA (BAC) - D (Campina Grande),6,13,19
,FEMININO,MASCULINO,Total
11107110 - MATEMÁTICA (LIC) - D (Campina Grande),22,19,41
21107110 - MATEMÁTICA (LIC) - D (Cajazeiras),49,44,93
51107110 - MATEMÁTICA (LIC) - D (Cuité),21,19,40
19107110 - MATEMÁTICA (LIC) - D (PARFOR) (Campina Grande),12,14,26
11107210 - MATEMÁTICA (LIC) - N (Campina Grande),25,35,60
51107210 - MATEMÁTICA (LIC) - N (Cuité),29,33,62
12205100 - MEDICINA (Campina Grande),235,222,457
21205100 - MEDICINA (Cajazeiras),59,87,146
41410100 - MEDICINA VETERINÁRIA - D (Patos),202,203,405
15108100 - METEOROLOGIA - D (Campina Grande),18,22,40
13311150 - MÚSICA (BAC) - D (Campina Grande),4,19,23
13311110 - MÚSICA (LIC) - D (Campina Grande),15,56,71
51206100 - NUTRIÇÃO - D (Cuité),213,49,262
51206200 - NUTRIÇÃO - N (Cuité),19,3,22
41207100 - ODONTOLOGIA - D (Patos),232,125,357
13312110 - PEDAGOGIA (LIC) - M (Campina Grande),99,0,99
13312210 - PEDAGOGIA (LIC) - N (Campina Grande),81,8,89
21312110 - PEDAGOGIA (LICENCIATURA) - M (Cajazeiras),150,12,162
21312210 - PEDAGOGIA (LICENCIATURA) - N (Cajazeiras),168,14,182
12208200 - PSICOLOGIA - N (Campina Grande),202,85,287
51109110 - QUÍMICA (LIC) - D (Cuité),43,33,76
21109210 - QUÍMICA (LIC) - N (Cajazeiras),51,54,105
51109210 - QUÍMICA (LIC) - N (Cuité),31,33,64
19109210 - QUÍMICA (LIC) - N (PARFOR) (Cajazeiras),2,3,5
31340100 - SERVIÇO SOCIAL - M (Sousa),118,21,139
71420100 - TECNOLOGIA EM AGROECOLOGIA - D (Sumé),54,44,98
71318200 - TECNOLOGIA EM GESTÃO PÚBLICA - N (Sumé),54,46,100
Total,7592,7040,14632
