Quantidade de alunos matriculados em 2017.2 por curso e sexo.,,,
,FEMININO,MASCULINO,Total
21309210 - HISTÓRIA (LIC) - N (Cajazeiras),84,85,169
71315110 - INTERDISCIPLINAR EM EDUC. DO CAMPO(LIC)D (Sumé),43,34,77
13310214 - LETRAS - ESPANHOL (LICENCIATURA) N (Campina Grande),32,21,53
13323110 - LETRAS - LIBRAS (LIC) - D (Campina Grande),9,6,15
13310115 - LETRAS - LÍNG.PORT./LÍNG.FRANC.(LIC)-D (Campina Grande),18,10,28
13310211 - LETRAS - LÍNGUA E LIT. PORTUGUESA - N (Campina Grande),1,0,1
13310116 - LETRAS - LÍNGUA INGLESA (LIC) - D (Campina Grande),31,23,54
21310116 - LETRAS - LÍNGUA INGLESA (LIC) - D (Cajazeiras),37,26,63
21310110 - LETRAS - LÍNGUA PORTUGUESA (LIC) - M (Cajazeiras),46,18,64
13310210 - LETRAS - LÍNGUA PORTUGUESA (LIC) - N (Campina Grande),64,22,86
21310210 - LETRAS - LÍNGUA PORTUGUESA (LIC) - N (Cajazeiras),91,40,131
13310110 - LETRAS- LÍNGUA PORTUGUESA (LIC) - D (Campina Grande),53,21,74
11107150 - MATEMÁTICA (BAC) - D (Campina Grande),5,13,18
11107110 - MATEMÁTICA (LIC) - D (Campina Grande),20,20,40
21107110 - MATEMÁTICA (LIC) - D (Cajazeiras),59,59,118
51107110 - MATEMÁTICA (LIC) - D (Cuité),21,29,50
19107110 - MATEMÁTICA (LIC) - D (PARFOR) (Campina Grande),6,9,15
11107210 - MATEMÁTICA (LIC) - N (Campina Grande),22,42,64
51107210 - MATEMÁTICA (LIC) - N (Cuité),22,38,60
12205100 - MEDICINA (Campina Grande),238,226,464
21205100 - MEDICINA (Cajazeiras),55,68,123
41410100 - MEDICINA VETERINÁRIA - D (Patos),229,190,419
15108100 - METEOROLOGIA - D (Campina Grande),22,21,43
,FEMININO,MASCULINO,Total
13311150 - MÚSICA (BAC) - D (Campina Grande),3,20,23
13311110 - MÚSICA (LIC) - D (Campina Grande),17,61,78
51206100 - NUTRIÇÃO - D (Cuité),226,58,284
51206200 - NUTRIÇÃO - N (Cuité),3,0,3
41207100 - ODONTOLOGIA - D (Patos),223,139,362
13312110 - PEDAGOGIA (LIC) - M (Campina Grande),99,2,101
13312210 - PEDAGOGIA (LIC) - N (Campina Grande),72,6,78
21312110 - PEDAGOGIA (LICENCIATURA) - M (Cajazeiras),115,22,137
21312210 - PEDAGOGIA (LICENCIATURA) - N (Cajazeiras),147,16,163
12208100 - PSICOLOGIA - D (Campina Grande),63,27,90
12208200 - PSICOLOGIA - N (Campina Grande),126,59,185
51109110 - QUÍMICA (LIC) - D (Cuité),40,36,76
21109210 - QUÍMICA (LIC) - N (Cajazeiras),46,59,105
51109210 - QUÍMICA (LIC) - N (Cuité),44,34,78
19109210 - QUÍMICA (LIC) - N (PARFOR) (Cajazeiras),2,3,5
31340100 - SERVIÇO SOCIAL - M (Sousa),124,17,141
71420100 - TECNOLOGIA EM AGROECOLOGIA - D (Sumé),33,30,63
71318200 - TECNOLOGIA EM GESTÃO PÚBLICA - N (Sumé),61,51,112
Total,7126,7190,14316
